,Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Crimes Per 100 Workers
7921,2011,PA,bradford,2072.916667,6.4916666670000005,1848,32015.0,5.772294237076371
7922,2012,PA,bradford,2244.0,6.8833333329999995,1884,32636.75,5.772633610883437
7923,2013,PA,bradford,2322.833333,7.291666667,1718,31860.75,5.392214558665442
7924,2014,PA,bradford,1718.6666670000002,5.425,1809,31626.33333,5.7199169474509555
7925,2015,PA,bradford,1857.3333329999998,5.925,1823,31366.25,5.811979436496234
7926,2010,PA,columbia,3240.083333,9.325,2676,34736.08333,7.703804641926508
7927,2011,PA,columbia,3007.166667,8.641666667,2302,34786.41667,6.617525518186694
7928,2012,PA,columbia,2961.75,8.35,2702,35512.0,7.608695652173914
7929,2013,PA,columbia,2717.166667,7.683333332999999,2124,35337.16667,6.0106686533054745
7930,2014,PA,columbia,2127.833333,6.216666667,1934,34232.41667,5.649615738917097
7931,2015,PA,columbia,1907.75,5.65,1667,33734.91667,4.941467667778294
7932,2010,PA,crawford,3948.166667,9.466666667,2739,41695.91667,6.568988569498694
7933,2011,PA,crawford,3323.833333,8.008333333,2607,41530.58333,6.277301667749052
7934,2012,PA,crawford,3202.0,7.6333333329999995,2824,41983.66667,6.72642535535832
7935,2013,PA,crawford,3019.833333,7.208333333,2650,41791.58333,6.340989713346666
7936,2014,PA,crawford,2391.75,5.783333333,2360,41254.33333,5.720611168581936
7937,2015,PA,crawford,2136.333333,5.2,2689,41044.58333,6.551412590500282
7938,2010,PA,delaware,22899.91667,8.008333333,25598,286181.3333,8.944678433364473
7939,2011,PA,delaware,22251.41667,7.75,27739,286902.0,9.668458219182858
7940,2012,PA,delaware,22289.5,7.683333332999999,25260,289576.4167,8.723086046806518
7941,2013,PA,delaware,20485.08333,7.058333332999999,24812,290490.4167,8.541417745158958
7942,2014,PA,delaware,16031.166669999999,5.516666667000001,22148,290198.0,7.63203054466261
7943,2015,PA,delaware,14261.666669999999,4.891666667,21018,291513.0,7.20997005279353
7944,2010,PA,lawrence,3981.833333,9.233333333,4303,43134.66667,9.975734906959929
7945,2011,PA,lawrence,3615.583333,8.4,4640,43049.33333,10.778331837177372
7946,2012,PA,lawrence,3425.333333,7.908333333,4294,43330.25,9.909935899285141
7947,2013,PA,lawrence,3237.916667,7.525,3934,43047.0,9.138848235649407
7948,2014,PA,lawrence,2648.833333,6.233333332999999,3215,42610.5,7.54508865185811
7949,2015,PA,lawrence,2656.416667,6.3,2773,42110.0,6.5851341724056045
7950,2010,PA,lycoming,5312.583333,8.941666667,4966,59483.583329999994,8.348521931588886
7951,2011,PA,lycoming,4726.75,7.725,5476,61090.666670000006,8.963726046042837
7952,2012,PA,lycoming,4936.666667,7.8666666670000005,5351,62751.5,8.527286200329872
7953,2013,PA,lycoming,4840.75,7.808333332999999,5273,61870.166670000006,8.522685946725929
7954,2014,PA,lycoming,3782.25,6.141666667000001,4789,61533.166670000006,7.782794644200942
7955,2015,PA,lycoming,3687.75,6.058333332999999,4437,60904.083329999994,7.285225813117907
7956,2010,PA,armstrong,3059.416667,9.091666667,603,33636.91667,1.7926732283931421
7957,2011,PA,armstrong,2759.833333,8.191666667,497,33634.58333,1.4776457764431594
7958,2012,PA,armstrong,2722.25,8.033333333,404,33903.0,1.1916349585582398
7959,2013,PA,armstrong,2578.166667,7.658333333,404,33613.0,1.2019159253860112
7960,2014,PA,armstrong,2137.75,6.441666667000001,511,33152.25,1.5413735116017766
7961,2015,PA,armstrong,2193.0,6.641666667000001,441,33025.08333,1.3353486366509646
7962,2010,PA,lancaster,20088.66667,7.4916666670000005,9714,268008.3333,3.6245141635676146
7963,2011,PA,lancaster,18270.08333,6.8666666670000005,11008,265996.5833,4.138399021308031
7964,2012,PA,lancaster,17534.25,6.516666667000001,10544,269189.0,3.916950544041547
7965,2013,PA,lancaster,16282.666669999999,6.016666667000001,10356,270470.75,3.828879832662127
7966,2014,PA,lancaster,12576.41667,4.616666667,8893,272597.5,3.2623189867845452
7967,2015,PA,lancaster,11355.41667,4.108333333,8133,275981.25,2.946939330117535
7968,2010,PA,clearfield,3975.333333,10.44166667,2141,38076.33333,5.622915372245481
7969,2011,PA,clearfield,3566.916667,9.375,2109,38041.08333,5.544006151730169
7970,2012,PA,clearfield,3574.75,9.341666667,2338,38231.41667,6.115389393442532
7971,2013,PA,clearfield,3409.583333,9.008333333,2034,37792.75,5.381984639911094
7972,2014,PA,clearfield,2648.0,7.183333332999999,1771,36700.33333,4.82556925049051
7973,2015,PA,clearfield,2421.916667,6.658333333,1515,36412.08333,4.160706725483592
7974,2010,PA,cumberland,8507.5,6.841666667,5409,124445.0833,4.346495543709439
7975,2011,PA,cumberland,7913.666667,6.3666666670000005,5491,124437.75,4.41264809111383
7976,2012,PA,cumberland,7790.0,6.183333332999999,5822,125778.6667,4.628765873219421
7977,2013,PA,cumberland,7185.583333,5.708333333,5761,125781.4167,4.580167842870226
7978,2014,PA,cumberland,5658.333333,4.5,5912,126113.25,4.687850007830264
7979,2015,PA,cumberland,5122.666667,3.983333333,5154,128388.8333,4.01436781340391
7980,2010,PA,lackawanna,9585.0,8.95,8815,106990.1667,8.239074927995228
7981,2011,PA,lackawanna,9460.416667,8.833333332999999,9255,107274.0833,8.627433314081744
7982,2012,PA,lackawanna,9518.5,8.841666667,9402,107639.4167,8.734718459320675
7983,2013,PA,lackawanna,8935.333333,8.3,8360,107645.6667,7.766220653636399
7984,2014,PA,lackawanna,7025.666667,6.583333333,8280,106718.0,7.75876609381735
7985,2015,PA,lackawanna,6203.416667,5.816666667000001,8084,106408.3333,7.597149348452392
7986,2010,PA,schuylkill,7492.0,10.58333333,4132,70687.58333,5.8454396166156215
7987,2011,PA,schuylkill,6833.0,9.75,4325,70052.16667,6.173970350373461
7988,2012,PA,schuylkill,6905.833333,9.725,4524,70982.58333,6.373394412778412
7989,2013,PA,schuylkill,6460.416667,9.2,4583,70245.5,6.524261340584095
7990,2014,PA,schuylkill,4888.833333,7.083333333,4576,68983.41667,6.633478335656348
7991,2015,PA,schuylkill,4288.0,6.3,4006,68185.58333,5.875142228544164
7992,2010,PA,susquehanna,1885.8333329999998,8.733333333,999,21623.25,4.62002705421248
7993,2011,PA,susquehanna,1742.25,7.933333332999999,1261,21926.91667,5.750922571458836
7994,2012,PA,susquehanna,1711.25,7.608333332999999,959,22508.0,4.260707304069665
7995,2013,PA,susquehanna,1592.833333,7.125,786,22342.25,3.5179984110821425
7996,2014,PA,susquehanna,1272.0,5.933333332999999,866,21444.25,4.038378586334332
7997,2015,PA,susquehanna,1195.083333,5.6,921,21399.66667,4.303805354553217
7998,2010,PA,westmoreland,15250.583330000001,8.241666667,8903,185271.9167,4.805369404374495
7999,2011,PA,westmoreland,14001.916669999999,7.533333333,8870,185894.0,4.771536467018839
8000,2012,PA,westmoreland,13822.083330000001,7.358333332999999,8837,187623.6667,4.7099601854226
8001,2013,PA,westmoreland,13027.0,6.966666667,8919,186375.0,4.785513078470825
8002,2014,PA,westmoreland,10530.16667,5.733333332999999,8739,183230.1667,4.76941114958883
8003,2015,PA,westmoreland,9883.416667,5.4,7945,182925.5833,4.34329625013146
8004,2010,PA,northumberland,4512.333333,9.925,1441,45371.0,3.1760375570298205
8005,2011,PA,northumberland,4122.166667,9.166666667000001,1561,44956.33333,3.472258265685388
8006,2012,PA,northumberland,4106.083333,9.1,1615,45085.75,3.582063068707962
8007,2013,PA,northumberland,3911.75,8.75,1792,44731.08333,4.006162754386391
8008,2014,PA,northumberland,2952.75,6.733333332999999,2084,43931.08333,4.743793783425463
8009,2015,PA,northumberland,2652.0,6.108333332999999,1851,43431.5,4.26188365587189
8010,2010,RI,bristol,2618.083333,9.716666667,1497,26954.25,5.553855143437492
8011,2011,RI,bristol,2524.5,9.616666667,1567,26287.08333,5.961102570142002
8012,2012,RI,bristol,2351.5,8.975,1524,26194.58333,5.8179967239814845
8013,2013,RI,bristol,2077.916667,7.908333333,1649,26264.66667,6.278396831449299
8014,2014,RI,bristol,1757.6666670000002,6.733333332999999,1371,26162.25,5.240374967749333
8015,2015,RI,bristol,1383.666667,5.283333333,1193,26162.25,4.560005351221703
8016,2010,RI,providence,38712.08333,11.78333333,40978,328892.75,12.459380755580657
8017,2011,RI,providence,37878.5,11.61666667,42456,326137.75,13.017812258777159
8018,2012,RI,providence,35648.75,10.95,41328,325778.5,12.685920034624754
8019,2013,RI,providence,31660.5,9.741666667,39880,324602.0833,12.285811475566707
8020,2014,RI,providence,26439.0,8.15,34745,324598.3333,10.7039982758901
8021,2015,RI,providence,20552.25,6.358333332999999,31629,323888.0,9.765412735266512
8022,2010,SC,lee,1126.833333,16.20833333,1813,6952.833333,26.075700554981218
8023,2011,SC,lee,1114.916667,16.19166667,1457,6880.0,21.177325581395348
8024,2012,SC,lee,945.5,14.05,1892,6727.666667,28.12267749947368
8025,2013,SC,lee,723.5833332999999,11.01666667,1472,6561.416667,22.43417960946268
8026,2014,SC,lee,585.0833332999999,9.075,1509,6451.666667,23.38930508791582
8027,2015,SC,lee,543.6666667000001,8.408333333,1197,6458.5,18.53371525896106
8028,2010,SC,york,14003.583330000001,12.10833333,15041,115646.6667,13.005995269209086
8029,2011,SC,york,12778.66667,10.93333333,15405,117003.75,13.166244671645138
8030,2012,SC,york,10990.08333,9.25,14161,118566.0,11.943558861731018
8031,2013,SC,york,9189.833333,7.691666667000001,13518,119431.25,11.318645664346642
8032,2014,SC,york,7716.916667,6.291666667,12885,122648.9167,10.50559625529901
8033,2015,SC,york,6932.333333,5.466666667,12233,126680.3333,9.656589686285583
8034,2010,SC,jasper,1073.333333,9.858333333,2351,10896.58333,21.575570330631336
8035,2011,SC,jasper,1089.0,9.908333333,1773,10992.5,16.12917898567205
8036,2012,SC,jasper,928.6666667000002,8.483333333,1782,10961.58333,16.256775562002684
8037,2013,SC,jasper,771.5,6.908333333,1574,11176.58333,14.08301583342644
8038,2014,SC,jasper,650.75,5.691666667000001,2156,11430.91667,18.861129533542474
8039,2015,SC,jasper,605.1666667000001,5.108333333,2269,11821.25,19.194247647245426
8040,2010,SC,oconee,3792.25,11.4,4691,33314.08333,14.081131855054407
8041,2011,SC,oconee,3336.833333,10.025,5222,33272.16667,15.694799956350424
8042,2012,SC,oconee,2936.166667,8.783333333,5329,33388.58333,15.960545397599532
8043,2013,SC,oconee,2542.416667,7.65,5213,33189.25,15.706893045187826
8044,2014,SC,oconee,2157.833333,6.308333332999999,4800,34184.66667,14.04138307486384
8045,2015,SC,oconee,1996.9166670000002,5.8,4104,34489.66667,11.899216189206504
8046,2010,SC,saluda,870.6666667000002,10.025,869,8683.75,10.007197351374694
8047,2011,SC,saluda,845.5,9.741666667,1033,8671.333333,11.91281617636322
8048,2012,SC,saluda,729.0,8.466666667,999,8594.5,11.623712839606725
8049,2013,SC,saluda,592.5,6.925,905,8568.416667,10.562044718080468
8050,2014,SC,saluda,493.25,5.691666667000001,657,8657.583333,7.588722796299534
8051,2015,SC,saluda,462.08333330000005,5.208333333,676,8830.166667,7.655574639676279
8052,2010,SC,sumter,5531.75,12.45,9620,44419.0,21.657398860847834
8053,2011,SC,sumter,5408.75,12.05833333,9705,44813.33333,21.656501042967605
8054,2012,SC,sumter,4766.833333,10.63333333,11026,44730.08333,24.650077037985255
8055,2013,SC,sumter,3863.166667,8.733333333,9356,44193.83333,21.17037445052065
8056,2014,SC,sumter,3245.0,7.308333332999999,9572,44406.16667,21.555564728505757
8057,2015,SC,sumter,3023.0,6.808333332999999,8893,44379.33333,20.03860656011346
8058,2010,SC,bamberg,1049.333333,16.125,1465,6509.75,22.50470448173893
8059,2011,SC,bamberg,1025.666667,16.24166667,1582,6315.666667,25.048820392407826
8060,2012,SC,bamberg,922.5833332999998,15.88333333,1592,5799.166667,27.452220144994843
8061,2013,SC,bamberg,752.5,13.475,1376,5579.666667,24.66097138271934
8062,2014,SC,bamberg,643.4166667000001,11.55833333,1044,5563.833333,18.764041579172876
8063,2015,SC,bamberg,572.4166667000001,10.45833333,1000,5460.666667,18.312782320942937
8064,2010,SC,chester,2828.75,19.24166667,3351,14688.416669999999,22.813895297810884
8065,2011,SC,chester,2497.083333,17.31666667,3068,14411.0,21.289292901255983
8066,2012,SC,chester,2074.25,14.78333333,3024,14035.25,21.545750877255482
8067,2013,SC,chester,1670.0,12.2,2718,13675.083330000001,19.875564443818273
8068,2014,SC,chester,1298.833333,9.675,2493,13432.916669999999,18.55888829838174
8069,2015,SC,chester,1125.583333,8.366666667,2266,13454.75,16.841635853508986
8070,2010,SC,kershaw,3238.083333,11.5,4522,28136.16667,16.071841104145694
8071,2011,SC,kershaw,3106.833333,11.01666667,4606,28181.08333,16.34429715161699
8072,2012,SC,kershaw,2677.5,9.525,4954,28125.75,17.613752522154964
8073,2013,SC,kershaw,2181.416667,7.8,3433,27933.33333,12.289976135118135
8074,2014,SC,kershaw,1833.3333329999998,6.45,3235,28433.83333,11.377291139238734
8075,2015,SC,kershaw,1728.4166670000002,5.975,4139,28945.25,14.299410093193185
8076,2010,SC,laurens,3709.0,12.3,5644,30190.33333,18.69472568688595
8077,2011,SC,laurens,3526.666667,11.625,5994,30349.91667,19.749642363680337
8078,2012,SC,laurens,3089.666667,10.3,5779,30027.83333,19.24547780883796
8079,2013,SC,laurens,2559.0,8.566666667,5698,29888.83333,19.063975957471737
8080,2014,SC,laurens,2116.833333,7.075,5531,29890.0,18.50451656072265
8081,2015,SC,laurens,1978.4166670000002,6.541666667,4768,30282.16667,15.745240596418657
8082,2010,SC,pickens,5925.333333,10.89166667,6210,54434.75,11.408153798814176
8083,2011,SC,pickens,5403.5,9.866666667,6477,54729.25,11.8346222540963
8084,2012,SC,pickens,4909.916667,8.966666667,6418,54754.083329999994,11.721500223680213
8085,2013,SC,pickens,4036.166667,7.4,5982,54649.75,10.946070201602021
8086,2014,SC,pickens,3463.166667,6.308333332999999,5626,54860.916670000006,10.25502368806846
8087,2015,SC,pickens,3231.75,5.7583333329999995,5769,56069.0,10.289108063279174
8088,2010,SC,barnwell,1576.416667,16.61666667,2263,9489.75,23.846782054321768
8089,2011,SC,barnwell,1401.166667,15.225,2545,9202.666667,27.65502752725098
8090,2012,SC,barnwell,1242.75,13.85833333,2660,8958.25,29.69329947255323
8091,2013,SC,barnwell,1055.833333,12.1,2138,8715.5,24.531007974298664
8092,2014,SC,barnwell,837.25,9.666666667000001,1993,8646.416667,23.050011082700927
8093,2015,SC,barnwell,752.1666667000001,8.958333332999999,1963,8376.833333,23.433676211115323
8094,2010,SC,cherokee,3727.166667,15.73333333,3463,23683.33333,14.622097116765953
8095,2011,SC,cherokee,3481.75,14.725,2809,23643.91667,11.880434359524413
8096,2012,SC,cherokee,3046.25,12.825,2381,23751.25,10.024735540234724
8097,2013,SC,cherokee,2485.5,10.45833333,1320,23726.91667,5.563301875076717
8098,2014,SC,cherokee,1962.9166670000002,8.291666667000001,4058,23662.0,17.149860535880315
8099,2015,SC,cherokee,1666.75,7.091666667,4319,23460.16667,18.40992888393661
8100,2010,SC,florence,7267.833333,11.325,14354,64173.25,22.36757527474454
8101,2011,SC,florence,7232.583333,11.23333333,14840,64430.0,23.032748719540585
8102,2012,SC,florence,6276.0,9.666666667000001,13334,64972.666670000006,20.52247611710963
8103,2013,SC,florence,5363.666667,8.266666667,13086,64909.666670000006,20.16032537422981
8104,2014,SC,florence,4674.916667,7.216666667,12857,64856.166670000006,19.823866657767113
8105,2015,SC,florence,4263.5,6.5083333329999995,12967,65501.416670000006,19.79651839490512
8106,2010,SC,richland,17376.16667,9.391666667,26965,184934.1667,14.580864359014086
8107,2011,SC,richland,17199.25,9.225,27850,186481.6667,14.934443955181573
8108,2012,SC,richland,15490.916669999999,8.183333333,27241,189352.25,14.386414737612045
8109,2013,SC,richland,13072.66667,6.8666666670000005,24219,190576.1667,12.70830472633281
8110,2014,SC,richland,11588.91667,5.966666667,22929,193972.5,11.820747786413023
8111,2015,SC,richland,11240.41667,5.658333333,24343,198717.0833,12.250079155625368
8112,2010,SC,abbeville,1485.833333,13.59166667,1402,10925.16667,12.832756170666274
8113,2011,SC,abbeville,1343.083333,12.45,1150,10779.91667,10.667985989171843
8114,2012,SC,abbeville,1134.916667,10.63333333,1635,10683.91667,15.303376565927485
8115,2013,SC,abbeville,1002.916667,9.5,1564,10542.66667,14.834956363084938
8116,2014,SC,abbeville,815.75,7.716666667,1124,10576.08333,10.62775287342597
8117,2015,SC,abbeville,711.9166667000001,6.8833333329999995,1155,10349.33333,11.160139142991543
8118,2010,SC,allendale,633.4166667000001,19.075,1023,3318.25,30.829503503352672
8119,2011,SC,allendale,602.25,18.36666667,916,3279.25,27.933216436685214
8120,2012,SC,allendale,530.25,16.90833333,759,3132.916667,24.226625878523567
8121,2013,SC,allendale,433.75,14.03333333,543,3091.666667,17.563342316165677
8122,2014,SC,allendale,349.3333333,12.15833333,360,2868.333333,12.55084253486936
8123,2015,SC,allendale,310.4166667,11.275,379,2748.416667,13.789757737632
8124,2010,SC,edgefield,1092.833333,9.95,1241,10985.5,11.29670929862091
8125,2011,SC,edgefield,1083.833333,9.933333333,1222,10913.0,11.197654173921013
8126,2012,SC,edgefield,1004.75,9.45,1135,10642.66667,10.664620392550544
8127,2013,SC,edgefield,846.75,8.05,920,10518.16667,8.746771456132478
8128,2014,SC,edgefield,709.25,6.716666667,906,10555.16667,8.583474125283518
8129,2015,SC,edgefield,677.1666667000001,6.35,870,10668.58333,8.154784689674445
8130,2010,SC,fairfield,1558.833333,14.61666667,2360,10671.58333,22.114806463306696
8131,2011,SC,fairfield,1530.75,14.51666667,2070,10547.08333,19.626278993284487
8132,2012,SC,fairfield,1353.25,13.025,2087,10392.08333,20.08259493046232
8133,2013,SC,fairfield,1085.083333,10.75,1889,10096.08333,18.710225918866303
8134,2014,SC,fairfield,869.9166667000002,8.675,1819,10030.5,18.134689197946262
8135,2015,SC,fairfield,806.0,8.05,1833,10021.91667,18.289914597743305
8136,2010,SC,greenwood,3777.5,11.84166667,8336,31868.25,26.157696139574654
8137,2011,SC,greenwood,3636.083333,11.33333333,9357,32039.25,29.204803483227604
8138,2012,SC,greenwood,3251.333333,10.15833333,8596,32049.66667,26.820871769147796
8139,2013,SC,greenwood,2717.75,8.608333333,7026,31543.33333,22.27412026020016
8140,2014,SC,greenwood,2183.833333,6.891666667000001,6381,31671.5,20.147451178504333
8141,2015,SC,greenwood,1973.25,6.291666667,6648,31262.75,21.264923911044296
8142,2010,SC,lancaster,4997.166667,14.725,6086,33951.66667,17.92548230151436
8143,2011,SC,lancaster,4552.416667,13.35,6033,34152.33333,17.66497164836614
8144,2012,SC,lancaster,3871.75,11.275,7120,34349.41667,20.728154042331806
8145,2013,SC,lancaster,3183.75,9.275,6389,34302.33333,18.62555511467884
8146,2014,SC,lancaster,2546.333333,7.208333333,5995,35278.25,16.993473315711523
8147,2015,SC,lancaster,2307.916667,6.283333333,5449,36711.58333,14.842726751987245
8148,2010,SC,mccormick,508.58333330000005,14.04166667,437,3623.916667,12.058776184877432
8149,2011,SC,mccormick,494.58333330000005,13.625,368,3631.916667,10.13239106898264
8150,2012,SC,mccormick,420.5,11.775,434,3570.916667,12.153742035224033
8151,2013,SC,mccormick,344.0,9.808333333,401,3504.666667,11.441887006710873
8152,2014,SC,mccormick,274.3333333,7.875,314,3487.833333,9.0027237548624
8153,2015,SC,mccormick,243.91666669999998,7.083333333,461,3440.416667,13.399539783127087
8154,2010,SC,dorchester,6242.333333,9.533333333,6209,65562.91667,9.470292530230108
8155,2011,SC,dorchester,6007.583333,8.958333332999999,5983,67005.25,8.92915107398301
8156,2012,SC,dorchester,5328.416667,7.825,5276,68192.5,7.736921215676211
8157,2013,SC,dorchester,4537.416667,6.6166666670000005,5061,68615.75,7.375857583718023
8158,2014,SC,dorchester,4099.0,5.816666667000001,5125,70277.5,7.29251894276262
